record_id,community_id,employer_name,locations,sector,recruiting_status,source_url,source_type,first_seen_at,last_seen_at,status,manual_override,review_status,notes
moose-jaw|caf-de-paris,moose-jaw,Café de Paris,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|canada-golden-foods,moose-jaw,Canada Golden Foods,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|canadian-brewhouse,moose-jaw,Canadian Brewhouse,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|capilano-court,moose-jaw,Capilano Court,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|carpet-one,moose-jaw,Carpet One,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|cash-money,moose-jaw,Cash Money,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|cc-s-crazy-cleaning,moose-jaw,CC’s Crazy Cleaning,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|cell-style,moose-jaw,Cell Style,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|centre-panda-tire-auto,moose-jaw,Centre Panda Tire & Auto,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|chaplin-grocery,moose-jaw,Chaplin Grocery,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|chopped-leaf,moose-jaw,Chopped Leaf,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|church-halverson,moose-jaw,Church & Halverson,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|civic-centre-dental,moose-jaw,Civic Centre Dental,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|co-op-grocery,moose-jaw,Co-op Grocery,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|comfort-inn,moose-jaw,Comfort Inn,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|coral-ethnic-market,moose-jaw,Coral Ethnic Market,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|crescent-park-retirement,moose-jaw,Crescent Park Retirement,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|delight-caf,moose-jaw,Delight Café,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|doepker,moose-jaw,Doepker,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|eastside-audiology,moose-jaw,Eastside Audiology,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|edo-japan,moose-jaw,Edo Japan,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|evolve-coffee,moose-jaw,Evolve Coffee,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|family-pizza,moose-jaw,Family Pizza,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|favel-transportation,moose-jaw,Favel Transportation,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|flying-j,moose-jaw,Flying J,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|ford,moose-jaw,Ford,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|fountain-tire,moose-jaw,Fountain Tire,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|gary-over-s-kennels,moose-jaw,Gary Over’s Kennels,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|grant-hall,moose-jaw,Grant Hall,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|hertz,moose-jaw,Hertz,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|himawari-sushi,moose-jaw,Himawari Sushi,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|hk-henderson-insurance,moose-jaw,HK Henderson Insurance,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|holiday-inn,moose-jaw,Holiday Inn,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|home-mcdonald-s,moose-jaw,Home McDonald’s,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|homeland-village-operation,moose-jaw,Homeland Village Operation,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|hopkin-s-dining-parlour,moose-jaw,Hopkin’s Dining Parlour,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|house-burger-king,moose-jaw,House Burger King,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|houston-pizza,moose-jaw,Houston Pizza,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|hub-meats,moose-jaw,Hub Meats,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|insurance-simpon,moose-jaw,Insurance Simpon,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|j-nails,moose-jaw,J Nails,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|jade-garden,moose-jaw,Jade Garden,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|john-howard-society,moose-jaw,John Howard Society,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|karis-disability-services,moose-jaw,Karis Disability Services,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|kfc,moose-jaw,KFC,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|l-g-manufacturing,moose-jaw,L+G Manufacturing,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|lakeview-regional-wellness,moose-jaw,Lakeview Regional Wellness,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|little-caesars,moose-jaw,Little Caesars,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|little-spa-on-the-prairie-maple-wine,moose-jaw,Little Spa on the Prairie Maple Wine,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|lumber,moose-jaw,Lumber,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|maintenance-mitsu-sweet-caf,moose-jaw,Maintenance Mitsu Sweet Café,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|mall,moose-jaw,Mall,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|marcie-private-care,moose-jaw,Marcie Private Care,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|market,moose-jaw,Market,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|mnp,moose-jaw,MNP,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|montana-s,moose-jaw,Montana’s,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-apartments,moose-jaw,Moose Jaw Apartments,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-express,moose-jaw,Moose Jaw Express,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-families-for-change,moose-jaw,Moose Jaw Families For Change,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-family-services,moose-jaw,Moose Jaw Family Services,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-food,moose-jaw,Moose Jaw Food,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-toyota,moose-jaw,Moose Jaw Toyota,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-truck-shop,moose-jaw,Moose Jaw Truck Shop,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|moose-jaw-window-cleaning,moose-jaw,Moose Jaw Window Cleaning,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|mr-lube,moose-jaw,Mr. Lube,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|murray-gm,moose-jaw,Murray GM,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|north-49-foods,moose-jaw,North 49 Foods,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
