record_id,community_id,employer_name,locations,sector,recruiting_status,source_url,source_type,first_seen_at,last_seen_at,status,manual_override,review_status,notes
steinbach|kroeker-roofing-inc,steinbach,Kroeker Roofing Inc.,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|landmark-child-care-inc,steinbach,Landmark Child Care Inc.,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|manitoba-health-health-protection-environmental-health,steinbach,Manitoba Health -Health Protection/Environmental Health,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|mecccc-general-service-ltd,steinbach,MECCCC General Service Ltd.,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|metalmasters-auto-body,steinbach,Metalmasters Auto Body,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|moonshadow-holsteins-inc,steinbach,Moonshadow Holsteins Inc.,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|mr-q,steinbach,Mr. Q,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|nature-s-farm,steinbach,Nature’s Farm,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|old-church-bakery,steinbach,Old Church Bakery,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|penn-co-construction-canada-2003-ltd,steinbach,Penn-co Construction Canada (2003) Ltd,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|penner-group-of-companies,steinbach,Penner Group of Companies,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|prairie-truck-service,steinbach,Prairie Truck Service,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|racka-roofing,steinbach,Racka Roofing,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|santa-lucia-steinbach,steinbach,Santa Lucia Steinbach,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|silver-lining-care,steinbach,Silver Lining Care,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|smitty-s-steinbach,steinbach,Smitty’s Steinbach,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|southpaw-ventures-inc,steinbach,Southpaw Ventures Inc.,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|srr-transport,steinbach,SRR Transport,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|steinbach-aquatic-centre,steinbach,Steinbach Aquatic Centre,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|steinbach-dental-clinic,steinbach,Steinbach Dental Clinic,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|stellar-exteriors,steinbach,Stellar Exteriors,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|steve-s-livestock,steinbach,Steve’s Livestock,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|the-pickup-storehouse,steinbach,The Pickup Storehouse,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|three-way-builders,steinbach,Three Way Builders,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|westland-insurance,steinbach,Westland Insurance,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|wings-over-kississing,steinbach,Wings Over Kississing,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
steinbach|ws-steel,steinbach,WS Steel,"Steinbach, MB",,unknown,https://steinbachedc.com/wp-content/uploads/2026/09/RCIP-Designated-Employers-1.pdf,pdf,2026-09-10T18:23:39.993Z,2026-09-10T18:23:39.993Z,active,FALSE,new,
